itsmuriuki	annotation-0	Ijumaa	swahili_1:84082-84087	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-1	King	swahili_1:653-656	NIL	PER	NAM	1.0	
itsmuriuki	annotation-2	Chile	swahili_1:64891-64895	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-3	Caribbean	swahili_1:10012-10020	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-4	Jumatano	swahili_1:60592-60599	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-5	Marekani	swahili_1:41425-41432	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-6	Seoul	swahili_1:93650-93654	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-7	Chama cha Wananchi	swahili_1:65617-65634	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-8	Jumatano	swahili_1:3128-3135	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-9	Tanzania	swahili_1:69605-69612	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-10	Huang	swahili_1:11854-11858	NIL	PER	NAM	1.0	
itsmuriuki	annotation-11	Marekani	swahili_1:29394-29401	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-12	Buka Kivu kusini	swahili_1:76430-76445	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-13	CENI	swahili_1:62509-62512	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-14	Biden	swahili_1:32583-32587	NIL	PER	NAM	1.0	
itsmuriuki	annotation-15	Baiturrahman	swahili_1:92117-92128	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-16	jumuiya ya kimataifa	swahili_1:68174-68193	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-17	Uingereza	swahili_1:59883-59891	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-18	asubuhi	swahili_1:81109-81115	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-19	Tehran	swahili_1:74708-74713	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-20	American Airlines	swahili_1:9983-9999	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-21	Museveni	swahili_1:81736-81743	NIL	PER	NAM	1.0	
itsmuriuki	annotation-22	DRC	swahili_1:75794-75796	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-23	Iraq	swahili_1:84451-84454	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-24	Julai 12	swahili_1:70083-70090	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-25	Vladimir Putin	swahili_1:42390-42403	NIL	PER	NAM	1.0	
itsmuriuki	annotation-26	Sanders	swahili_1:29752-29758	NIL	PER	NAM	1.0	
itsmuriuki	annotation-27	Jumatatu	swahili_1:74256-74263	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-28	Msumbiji	swahili_1:6056-6063	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-29	Muhammed	swahili_1:79323-79330	NIL	PER	NAM	1.0	
itsmuriuki	annotation-30	China	swahili_1:11679-11683	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-31	Emmerson Mnangagwa	swahili_1:4731-4748	NIL	PER	NAM	1.0	
itsmuriuki	annotation-32	India	swahili_1:16728-16732	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-33	al-Shabab	swahili_1:85407-85415	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-34	India	swahili_1:11423-11427	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-35	Ijumaa	swahili_1:88175-88180	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-36	Quds	swahili_1:83984-83987	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-37	Marekani	swahili_1:63019-63026	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-38	Marekani	swahili_1:45985-45992	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-39	Sudan	swahili_1:69045-69049	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-40	STC	swahili_1:79039-79041	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-41	Washington	swahili_1:43128-43137	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-42	Marekani	swahili_1:10199-10206	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-43	Iran	swahili_1:15583-15586	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-44	Wuhan	swahili_1:20157-20161	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-45	Oman	swahili_1:15398-15401	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-46	Shirika la Fedha duniani	swahili_1:64650-64673	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-47	CUF	swahili_1:67194-67196	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-48	UNHCR	swahili_1:72274-72278	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-49	Tanzania	swahili_1:23942-23949	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-50	Rwasa	swahili_1:95168-95172	NIL	PER	NAM	1.0	
itsmuriuki	annotation-51	Maalim Seif	swahili_1:65643-65653	NIL	PER	NAM	1.0	
itsmuriuki	annotation-52	Januari 31	swahili_1:14938-14947	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-53	Marekani	swahili_1:45518-45525	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-54	UN	swahili_1:2364-2365	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-55	Marekani	swahili_1:41350-41357	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-56	Ijumaa	swahili_1:63455-63460	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-57	Chimanimani	swahili_1:4784-4794	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-58	Issachar	swahili_1:46082-46089	NIL	PER	NAM	1.0	
itsmuriuki	annotation-59	Nicaragua	swahili_1:87830-87838	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-60	Hong Kong	swahili_1:19570-19578	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-61	VOA	swahili_1:83652-83654	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-62	Israel	swahili_1:47001-47006	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-63	Israel	swahili_1:42221-42226	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-64	Uganda	swahili_1:83583-83588	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-65	Zimbabwe	swahili_1:6066-6073	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-66	Jumapili	swahili_1:28043-28050	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-67	UN	swahili_1:71191-71192	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-68	El Din	swahili_1:68671-68676	NIL	PER	NAM	1.0	
itsmuriuki	annotation-69	Biden	swahili_1:30783-30787	NIL	PER	NAM	1.0	
itsmuriuki	annotation-70	Ibrahim Lipumba	swahili_1:65708-65722	NIL	PER	NAM	1.0	
itsmuriuki	annotation-71	Ukraine	swahili_1:70517-70523	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-72	Allhamisi asubuhi	swahili_1:1503-1519	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-73	CERF	swahili_1:2545-2548	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-74	Dar es Salaam	swahili_1:66075-66087	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-75	Russia's	swahili_1:42857-42864	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-76	Rawalpindi	swahili_1:91489-91498	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-77	Brussels	swahili_1:73865-73872	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-78	Caroline Haga	swahili_1:5462-5474	NIL	PER	NAM	1.0	
itsmuriuki	annotation-79	VOA	swahili_1:68666-68668	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-80	Mogherini	swahili_1:74949-74957	NIL	PER	NAM	1.0	
itsmuriuki	annotation-81	Magdalena Sakaya	swahili_1:66273-66288	NIL	PER	NAM	1.0	
itsmuriuki	annotation-82	Iran	swahili_1:16292-16295	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-83	Sanders	swahili_1:32012-32018	NIL	PER	NAM	1.0	
itsmuriuki	annotation-84	umoja wa mataifa	swahili_1:7455-7470	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-85	Twitter	swahili_1:11295-11301	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-86	Nancy Pelosi	swahili_1:61427-61438	NIL	PER	NAM	1.0	
itsmuriuki	annotation-87	Pompeo	swahili_1:74996-75001	NIL	PER	NAM	1.0	
itsmuriuki	annotation-88	Vermont	swahili_1:13587-13593	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-89	Umoja wa Mataifa	swahili_1:72730-72745	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-90	al Qaida	swahili_1:47785-47792	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-91	Israel	swahili_1:42763-42768	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-92	Vermont	swahili_1:12335-12341	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-93	Alhamisi	swahili_1:62205-62212	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-94	2016	swahili_1:14623-14626	NIL	DATE	NAM	1.0	
itsmuriuki	annotation-95	Aden	swahili_1:78442-78445	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-96	Twitter	swahili_1:11253-11259	NIL	ORG	NAM	1.0	
itsmuriuki	annotation-97	North Carolina	swahili_1:12851-12864	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-98	Sanders	swahili_1:31555-31561	NIL	PER	NAM	1.0	
itsmuriuki	annotation-99	Russia	swahili_1:46361-46366	NIL	LOC	NAM	1.0	
itsmuriuki	annotation-100	Bahrain	swahili_1:15457-15463	NIL	LOC	NAM	1.0	
