Andre	annotation-0	Kigeli	kinyarwanda_6:48137-48142	NIL	PER	NAM	1.0	
Andre	annotation-1	Herzégovine	kinyarwanda_6:19126-19136	NIL	LOC	NAM	1.0	
Andre	annotation-2	RDI Rwanda Rwiza	kinyarwanda_6:10572-10587	NIL	ORG	NAM	1.0	
Andre	annotation-3	hagati ya 2017 na 2018	kinyarwanda_6:947-968	NIL	DATE	NAM	1.0	
Andre	annotation-4	Leta Zunze Ubumwe za Amerika	kinyarwanda_6:61509-61536	NIL	LOC	NAM	1.0	
Andre	annotation-5	Repubulika Iharanira Demokarasi ya Congo	kinyarwanda_6:19477-19516	NIL	LOC	NAM	1.0	
Andre	annotation-6	Rwabugili	kinyarwanda_6:71856-71864	NIL	PER	NAM	1.0	
Andre	annotation-7	Rwanda	kinyarwanda_6:65472-65477	NIL	LOC	NAM	1.0	
Andre	annotation-8	Rwanda	kinyarwanda_6:27024-27029	NIL	LOC	NAM	1.0	
Andre	annotation-9	Minisiteri y’Ubutabera	kinyarwanda_6:2997-3018	NIL	ORG	NAM	1.0	
Andre	annotation-10	Budage	kinyarwanda_6:9669-9674	NIL	LOC	NAM	1.0	
Andre	annotation-11	Rwanda	kinyarwanda_6:68923-68928	NIL	LOC	NAM	1.0	
Andre	annotation-12	Joseph Kabila	kinyarwanda_6:22575-22587	NIL	PER	NAM	1.0	
Andre	annotation-13	Rwanda	kinyarwanda_6:37619-37624	NIL	LOC	NAM	1.0	
Andre	annotation-14	mu 1543 kugera mu 1576	kinyarwanda_6:38586-38607	NIL	DATE	NAM	1.0	
Andre	annotation-15	Bruxelles	kinyarwanda_6:4375-4383	NIL	LOC	NAM	1.0	
Andre	annotation-16	Rwanda	kinyarwanda_6:19970-19975	NIL	LOC	NAM	1.0	
Andre	annotation-17	Rwanda	kinyarwanda_6:6943-6948	NIL	LOC	NAM	1.0	
Andre	annotation-18	Rwanda	kinyarwanda_6:42722-42727	NIL	LOC	NAM	1.0	
Andre	annotation-19	RNC	kinyarwanda_6:7315-7317	NIL	ORG	NAM	1.0	
Andre	annotation-20	Rwanda	kinyarwanda_6:49723-49728	NIL	LOC	NAM	1.0	
Andre	annotation-21	Cyilima	kinyarwanda_6:43958-43964	NIL	PER	NAM	1.0	
Andre	annotation-22	Kabemba Musafiri	kinyarwanda_6:29218-29233	NIL	PER	NAM	1.0	
Andre	annotation-23	Mibambwe	kinyarwanda_6:46452-46459	NIL	PER	NAM	1.0	
Andre	annotation-24	Rwanda	kinyarwanda_6:37102-37107	NIL	LOC	NAM	1.0	
Andre	annotation-25	Karama	kinyarwanda_6:46115-46120	NIL	LOC	NAM	1.0	
Andre	annotation-26	Mutara	kinyarwanda_6:43948-43953	NIL	PER	NAM	1.0	
Andre	annotation-27	Kigali	kinyarwanda_6:42679-42684	NIL	LOC	NAM	1.0	
Andre	annotation-28	Bunyabungo	kinyarwanda_6:50290-50299	NIL	LOC	NAM	1.0	
Andre	annotation-29	Nyirahirwa Veneranda	kinyarwanda_6:15190-15209	NIL	PER	NAM	1.0	
Andre	annotation-30	‘Sankara’	kinyarwanda_6:4239-4247	NIL	PER	NAM	1.0	
Andre	annotation-31	2020	kinyarwanda_6:24590-24593	NIL	DATE	NAM	1.0	
Andre	annotation-32	Kimironko	kinyarwanda_6:55735-55743	NIL	LOC	NAM	1.0	
Andre	annotation-33	Gihanga I Ngomijana	kinyarwanda_6:36917-36935	NIL	PER	NAM	1.0	
Andre	annotation-34	Kigeli Rwabugili	kinyarwanda_6:39447-39462	NIL	PER	NAM	1.0	
Andre	annotation-35	Mbusa Nyamwisi	kinyarwanda_6:21686-21699	NIL	PER	NAM	1.0	
Andre	annotation-36	Félix Tshisekedi	kinyarwanda_6:32514-32529	NIL	PER	NAM	1.0	
Andre	annotation-37	Afurika	kinyarwanda_6:33077-33083	NIL	LOC	NAM	1.0	
Andre	annotation-38	Nyiranziza muka Mpore ya Semandira	kinyarwanda_6:69788-69821	NIL	PER	NAM	1.0	
Andre	annotation-39	Robert Masozera	kinyarwanda_6:30967-30981	NIL	PER	NAM	1.0	
Andre	annotation-40	Rwanda	kinyarwanda_6:48254-48259	NIL	LOC	NAM	1.0	
Andre	annotation-41	Félix Tshisekedi	kinyarwanda_6:32304-32319	NIL	PER	NAM	1.0	
Andre	annotation-42	Amerika	kinyarwanda_6:63459-63465	NIL	LOC	NAM	1.0	
Andre	annotation-43	Rwanda	kinyarwanda_6:54303-54308	NIL	LOC	NAM	1.0	
Andre	annotation-44	Rwanda	kinyarwanda_6:47799-47804	NIL	LOC	NAM	1.0	
Andre	annotation-45	1746-1802	kinyarwanda_6:39391-39399	NIL	DATE	NAM	1.0	
